"MembershipID","tIncludeInCurrentMailing","tFRPCanadaMember","tFRPJointMembership","tNewFRPCanadaMember","tNewFRPBCMember","tJoinDate","tFRP-BC(Provincial)","tFRP-BC-FRP-Canada-ADD","tJointMembership(National)","tEndowmentDonation","tTOTAL","tFederalCharitableRegistrationNo","tAgencyName","tAgencyAddress1","tAgencyAddress2","tAgencyProv","tAgencyCity","tAgencyPC","tAgencyPhone","tAgencyFax","tAgencyWebsite","tAgencyDirector","tAgencyContactTitle","tAgencyDirectorPhone","tAgencyDirectorExt","tAgencyDirectorEmail","tAgencyEmail","tAboriginal","tNewtoCanada","tMemberName","tMainProgramContact","tMainContactTitle","tMainContactPhone","tMainContactEmail","tProgramLink","bMember","tNumber","tPolicySurvey","tRegion","tSubRegion","tPopulation","bSameAsAgency","tMemberAddress1","tMemberAddress2","tMemberCity","tMemberProv","tMemberPC","tMemberPhone","tMemberFax","bMailingSameAs","tMailingAddress1","tMailingAddress2","tMailingCity","tMailingProv","tMailingPC","tCommunity","b2007Questionnaire","tCoordinator","tProgramContactTitle","tCoordinatorPhone","tCoordinatorExt","tCoordinatorEmail","tAdditionalContactName","tAdditionalContactTitle","tAdditionalContactExt","tAdditionalContactEmail","tPSPProgressNotes","tPSPEmailContactDate","tPSPPhone1Date","tPSPPhone2Date","tPSPPhone3Date","tPSPPhone4Date","tPSPSelfAssessmentComplete","tPSPPresentation","tPSPPresentationDate","tAccredited","tPSPImplementationComplete","tPSPImplementationDate","tPSPCommitted","tPSPNotCommitted","nBoosterSeatsRequested","nBoosters Delivered","Booster Seats 2008","Booster Seat Total","bFRP","tOther","tUrbanRural","SchoolDistID","tDaysOpenPerWeek","tHoursOpenPerWeek","tServiceType","tPercentageFundingNotMCFD","bMCFDFunding","tGaming","cMCFDAmount","tSuccessBy6","tUnitedWay","tCAP-C","tVancouverFoundation","tMakeChildrenFirst","tIDP","tAboriginalIDP","tMinistryEducation","tPartnerOrganizations","tCommunityInvestments","tFundraising/Donations","tOtherFundingSources","tTotalAnnualFunding","tProgramExpenseTotal","tInKindFunds","tProgrammingDeficit","tFundingAmountForStrongStart","t2003EnhancementGrantAppliedFor","t2003DevelopmentRequest","t2003EnhancementGrantRequest","t2003EnhancementGrantAwarded","t2003IntentionsFor-EG-Funding","t2003EG-Comments","tCapacityGrantRequest","tCapacityGrantApplicationSentOut","tGrantApplicationReceived","tStreamOne","tStreamTwo","tCG-CriteriaMet","tCapacityGrantAmountAwarded","tIntentionsForCapacityGrantFunding","tComments-CapacityGrants","tApplicationNumber","nMembershipType","dRenewal","dUpdate","tReceiptNo","cSatelliteFunding","t2009StatusNotes","tMembershipNotes","tParentChildInteractiveDrop-in","tCounsellingServices","tSupportiveCounselling","tClothingExchange","tPregnancyOutreachProgram","tCommunityKitchenAndNutritionEducation","tDadsDrop-in","tWell-babyClinicsAndHealthScreening","tRespiteChildMinding","tCommunityActivities-DinnersAndFieldTrips","tSpecialNeeds","tCreativePlay-CraftsAndPainting","tAgeAppropriateToys-stations","tNobody'sPerfect","tTriplePParenting","tChildDevelopmentActivities-CircleTime","tEarlyChildhoodIntervention","tLanguageDevelopment","tEarlyLiteracyPrograms","tAboriginalMotherGooseProgram","tYoungParents Program","tParentChildMotherGoose","tWorkshopsAndCourses","tESLForParent/Caregiver","tParentSupportGroups","tPrenatalPrograms","tToyLendingLibrary","tHomeVisiting","tKindergartenReadiness","tFamilyPreservation","tChildCareServices","tEmploymentAndHousing","tDisabilityRelatedServices","nSchoolDistrictID","tPartnership01","tPartnership02","tPartnership03","tPartnership04","tPartnership05","tPartnership06","tPartnership07","tPartnership08","tPartnership09","tPartnership10","tPartnership11","tPartnership12","tDSA2005NominationReceived","tDSA2005AwardWinner","tDSA2006NominationReceived","tDSA2006AwardWinner","tDSA2007NominationReceived","tDSA2007AwardWinner","tDSA2008Applied","tDSA2008AwardWinner","tDSA2008AwardAppliedFor","tDSA2007AwardAppliedFor","tCAPC Program"
16,0,0,0,0,0,"2006","60.0000",,,,"60.0000",,"Alberta Home Visitation Network Association","9321 Jasper Avenue",,"AB","Edmonton","T5H 3T7","7804294787","7804294787","www.ahvna.org#http://www.ahvna.org#","Lavonne Roloff","Provincial Director","7804294787",,"info@ahvna.org","info@ahvna.org","0",,,"Lavonne Roloff","Provincial Director","(780) 429-4787","info@ahvna.org",,1,"083",0,"Other",,,0,,,,,,,,0,"9321 Jasper Avenue",,"Edmonton","AB","T5H 3T7","Edmonton",0,,,,,"info@ahvna.org",,,,,,,,,,,0,0,,0,0,,0,0,,,,,0,"Home Visiting","Urban",,,,"Multi-service",,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,,,,,1,1372662000000,1340607600000,"72",,"Said no to Joint Membership Offer","Sent different version of wording based on ""out of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
17,0,1,1,0,0,"2002",,,"100.0000",,"100.0000","89807 6070 RR0001","Aldergrove Neighbourhood Services Society","26970 Fraser Highway","PO Box 1269","BC","Aldergrove","V4W 3L6","6048574662","6048578901","www.aldergrovens.com#http://www.aldergrovens.com#","Lynne Topham","Executive Director","6046260486",,"lynne@aldergrovens.com","info@aldergrovens.com","0",,"Aldergrove Family Place","Karen Custodio","Program Manager","(604) 857-4662","karen@aldergrovens.com",,1,"030",1,"Fraser Valley",,"5,000",1,"26970 Fraser Highway","PO Box 1269","Aldergrove","BC","V4W 3L6","6048574662","6048578901",0,"PO Box 1269",,"Aldergrove","BC","V4W 2V1","Aldergrove",1,"Karen Custodio","Program Manager","6048574662",,"karen@aldergrovens.com","Susan Iverson","Supervisor",,"susan@aldergrovens.com","Will start the worksheets soon - contact again in summer.  Will work on the worksheets in the fall of 2009.  Karen Custodio has experience with accreditation - helpful with this process.","March 9, 2009","June 9, 2009","July 9, 2009",,,0,0,,0,0,,1,0,20,"10","10","20",1,,"Ultra Rural",,,,"Multi-service",,1,,"12000.0000",,,,,,,,,,,,,,"24700.0000","14700.0000","10000.0000",,1,,,"10000.0000",,,"10000.0000",1238482800000,1242111600000,0,1,1,"10000.0000","Funding is for the following: enhance the Family P","Excellent detail provided outlining how they meet ","FV - 8",1,1364799600000,1331535600000,"017",,"Paid Membership Dues to FRP Canada.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,1
18,1,1,1,0,0,"2002",,,"100.0000",,"100.0000",,"Cedar Cottage Neighbourhood House","4065 Victoria Drive",,"BC","Vancouver","V5N 4M9","6048744231","6048747169","#http://cedarcottage.org/#","Donna Chang","Executive Director","6048744231",,"dchang@cedarcottage.org","central@anhgv.org","0",,"Cedar Cottage Drop-in","Kelly Woods","Director of Operations","(604) 874-4231","kwoods@cedarcottage.org",,1,"077",0,"Vancouver Coastal",,"578,041",1,"4065 Victoria Drive",,"Vancouver","BC","V5N 4M9","6048744231","6048747169",1,"4065 Victoria Drive",,"Vancouver","BC","V5N 4M9","Vancouver",0,"Kelly Woods","Director of Operations","6048744231",,"kwoods@cedarcottage.org",,,,,,,,,,,0,0,,0,0,,1,0,3,"3","5","8",1,,"Urban",,,,"Multi-service","60",0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,,,0,0,0,,,,,1,1364799600000,1334041200000,"38",,"Membership Dues Paid to FRP Canada.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,1
19,0,1,1,0,0,"2002",,,"100.0000",,"100.0000",,"Beacon Community Services","9860 - 3rd Street",,"BC","Sidney","V8L 4R2","2506555300","2506554357","www.beaconcs.ca#http://www.beaconcs.ca#","Elaine Venables","Program Director","2506555300",,"evenables@beaconcs.ca","family@beaconcs.ca","55","5","Beacon Family Resource Centre","Elaine Venables","Program Director","(250) 655-5300","evenables@beaconcs.ca",,1,"106",0,"Vancouver Island",,"11,849",1,"9860 - 3rd Street",,"Sidney","BC","V8L 4R2","2506555300","2506554357",1,"9860 - 3rd Street",,"Sidney","BC","V8L 4R2","Sidney",0,"Elaine Venables","Program Director","2506555300",,"evenables@beaconcs.ca",,,,,,,,,,,0,0,,0,0,,1,0,10,"10","10","20",1,"Special Needs","Rural",,,,"Multi-service","0",0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,1210921200000,,0,0,0,,,,,1,1364799600000,1335769200000,"40",,"Paid Membership Dues to FRP-BC.  Accounted for in payment from FRP-BC to FRP Canada (March 2009)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
20,1,0,1,1,0,"2002",,,"100.0000",,"100.0000","13189-1954-RR0001","Black Creek Community Association","2001 Black Creek Rd.",,"BC","Black Creek","V9J 1G5","2503375190","2503375192","www.bccaonline.ca#http://www.bccaonline.ca#","Kris Johnson","Executive Director","2503375190",,"bccaadmn@telus.net","bcca5190@telus.net","0","0","Black Creek Parent & Peanut","Kris Johnson","Executive Director","(250) 337-5190","bccaadmn@telus.net",,1,"069",1,"Vancouver Island",,,1,"2001 Black Creek Rd.",,"Black Creek","BC","V9J 1G5","2503375190","2503375192",1,"2001 Black Creek Rd.",,"Black Creek","BC","V9J 1G5","Black Creek",0,"Kris Johnson","Program Administrator","2503375190",,"bccaadmn@telus.net",,,,,,,,,,,0,0,,0,0,,1,0,20,"20","D","0",1,,"Ultra Rural",,,,"Multi-service","0",0,,,,,,,,,,,,,,,,"7000.0000","2000.0000","5000.0000",,1,,,"5000.0000",,,"5000.0000",1210921200000,1213945200000,0,1,1,"5000.0000","To enhance the quality of service delivery, they a","Specific service areas were identified, however, t","VI-1",1,1364799600000,1331535600000,"983",,"Paid membership dues to FRP-BC",,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,71,"Pumpkin Patch Preschool","Compassionate Friends Group","Health Clinic",,,,,,,,,,0,0,0,0,0,0,0,0,,,0
21,0,0,0,0,0,"2008-June","60.0000",,,,"60.0000",,"Blueberry Creek Community School","200 Centre Avenue",,"BC","Castlegar","V1N 3B9","2503657201","2503656654","www.blueberrycreekcommunityschool.org#http://www.blueberrycreekcommunityschool.org#","Alana Medeiros","Community School Coordinator","2503657201",,"amedeiros@sd20.bc.ca",,"6","10","Blueberry Creek StrongStart","Alana Medeiros","Community School Coordinator","(250) 365-7201","amedeiros@sd20.bc.ca",,1,"076",0,"Interior",,"7,863",1,"200 Centre Avenue",,"Castlegar","BC","V1N 3B9","2503657201","2503656654",1,"200 Centre Avenue",,"Castlegar","BC","V1N 3B9","Castlegar",1,"Hayley Mattes","StrongStart Facilitator","2503657201",,"hmattes@sd20.bc.ca",,,,,"Bev is leaving.  Centre is going to become a Stron","March 2009","May, 2009",,,,0,0,,0,0,,1,0,,,"10","10",1,,"Ultra Rural",,"3","7.5","Multi-service",,1,,"5000.0000",,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,,,,,2,1372662000000,1342422000000,"92",,"Sent membership renewal reminder: June 1","Updated via Questionnaire.  No Satellites.  25% Ab",1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,20,"Castlegar Public Health","Castlegar Early Intervention Committee","School District 20",,,,,,,,,,0,0,0,0,0,0,1,0,"Commitment to Quality",,0
48,0,0,1,1,0,"2002",,,"100.0000",,"100.0000","11906 1240 RR0001","Family Services of the North Shore","101-255 W. 1st Street",,"BC","North Vancouver","V7M 3G8","6049885281","6049883961","www.familyservices.bc.ca#http://www.familyservices.bc.ca#","Julia Staub-French","Executive Director","6049885281",215,"jsfrench@familyservices.bc.ca","family@familyservices.bc.ca","6","18","I Hope Family Centre (Central)","Mimi Hudson","Director of Community Programs","(604) 988-5281","mhudson@familyservices.bc.ca",,1,"150",0,"Vancouver Coastal",,"127,727",1,"101-255 W. 1st Street",,"North Vancouver","BC","V7M 3G8","6049885281","6049883961",1,"101-255 W. 1st Street",,"North Vancouver","BC","V7M 3G8","North Vancouver",0,"Mimi Hudson","Director of Community Programs","6049822083","Direct","mhudson@familyservices.bc.ca",,,,,,,,,,,1,0,,1,1,1259913600000,1,0,10,"10","5","15",1,,"Urban",,,,"Multi-service","95",0,,,,,,,,,,,,,,,,"34217.0000","14217.0000","20000.0000",,1,,,"10000.0000",,,"20000.0000",1238482800000,1242111600000,1,0,1,"15360.0000","To mentor, collaborate and develp a Tsleil Waututh","Stellar application with relevant details outlinin","VC - 6",1,1349074800000,1320130800000,"974",,"Grant approval notification sent via email with info regarding Joint Membership: June 2","Additional contact person: Caroline at schut@famil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,,,,,,,,,,,,,0,0,0,0,0,0,1,1,"Continuum of Service",,1
49,0,0,1,1,0,"2002",,,"100.0000",,"100.0000","Arrow & Slocan Lakes","Fauquier Community Club","117 Oak Street","Box 131","BC","Fauquier","V0G 1K0","2502697209","2502697318",,"Jodi McLean","Committee Member","2502697209",,"fauquierfamily@hotmail.com",,"5","10","Fauquier Southern Zone Parent & Tot","Jodi McLean","Coordinator/Facilitator","(250) 269-7209","fauquierfamily@hotmail.com",,1,"100",0,"Interior",,,0,"Box 131",,"Fauquier","BC","V0G 1K0","2502697209","2502697318",1,"Box 131","117 Oak Street","Fauquier","BC","V0G 1K0","Fauquier",1,"Jodi McLean","Coordinator/Facilitator","2502697209",,"fauquierfamily@hotmail.com",,,,,"Jodi McLean - very busy with potential of running ","March & May",,,,,0,0,,0,0,,1,0,,,,,1,,"Ultra Rural",,,,"Multi-service","20",1,,"6672.0000",,,,,,,,,,,,,,"6354.0000","1754.0000","4600.0000",,1,,,"8000.0000",,,"4600.0000",1232006400000,1235721600000,0,1,1,"5000.0000","Purchase floor mats, toys and learning materials t","They provided a Society Number instead of a Federa","Interior - 6",2,1341126000000,1314082800000,"957",,"Paid Membership Dues to FRP-BC","2008-2009:  
Fauquier Community Club/Southern Zon",1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10,"CAPC","Success by Six",,,,,,,,,,,0,0,0,0,0,0,1,0,"Commitment to Quality",,0
22,0,1,1,0,0,"2002",,,"100.0000",,"100.0000","118813997 RR0001","Boundary Family & Individual Services Society","1200 Central Avenue","Box 2498","BC","Grand Forks","V0H 1H0","2504422267","2504425355","www.boundaryfamily.org#http://www.boundaryfamily.org#","Leda Leander","Executive Director","2504422267",124,"leda.leander@bfiss.org",,"12",,"Boundary Family Centre","Leda Leander","Executive Director","(250) 442-2267","leda.leander@bfiss.org",,1,"053",1,"Interior",,"4,159",1,"1200 Central Avenue","Box 2498","Grand Forks","BC","V0H 1H0","2504422267","2504425355",0,"Box 2498","1200 Central Avenue","Grand Forks","BC","V0H 1H0","Grand Forks",1,"Ellen Strelaeff","Early Learning Coordinator","2504422267","161","ellen.strelaeff@bfiss.org",,,,,"Doing the worksheets.  Will be rolling this into C","March 2009","March 2009","May 2009",,,0,0,,1,0,,1,0,20,"10","15","25",1,,"Ultra Rural",,,,"Multi-service","57",1,,"25000.0000",,,,,,,,,,,,,,"18286.0000","8286.0000","10000.0000",,1,,,"30000.0000",,"10,000 for Boundary and 5,000 for each of the foll","10000.0000",1232006400000,1235721600000,0,1,1,"10000.0000","Enhance the quality of service delivery through: T","Overall, this application encompasses all the comp","Interior - 7",1,1364799600000,1331107200000,"022",,"Paid Membership Dues to FRP Canada","Updated via Questionnaire.  Address information an",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,"Early Childhood Development (ECD) Table","Boudary Early Years Advisory Committee","Interior Health","StrongStart","CCRR","Babies Best Chance","IDP","Success by Six","CAPC",,,,0,0,0,0,0,0,0,0,,,1
23,0,0,1,1,0,"2002",,,"100.0000",,"100.0000","8940 60896 RR0001","Bowen Island Family Place Association","650 Carter Road",,"BC","Bowen Island","V0N 1G2","6049472717",,"www.bowenislandfamilyplace.com#http://www.bowenislandfamilyplace.com#","Tracey McLachlan","Program Coordinator","6049472717",,"coordinator@bowenislandfamilyplace.com",,"1","5","Bowen Island Family Place","Tracey McLachlan","Program Coordinator","(604) 947-6976","coordinator@bowenislandfamilyplace.com",,1,"049",1,"Vancouver Coastal",,"3,501",1,"650 Carter Road",,"Bowen Island","BC","V0N 1G2","6049472717",,1,"650 Carter Road",,"Bowen Island","BC","V0N 1G2","Bowen Island",0,"Tracey McLachlan","Program Coordinator","6049472717",,"coordinator@bowenislandfamilyplace.com","Ann Silberman","Executive Director",,,,,,,,,0,0,,0,0,,1,0,,,,,1,,"Ultra Rural",,,,"Stand Alone","83.3",0,,,,,,,,,,,,,,,,"9160.0000","0.0000","9160.0000",,1,,,"10000.0000",,,"9160.0000",1238482800000,1242111600000,0,1,1,"8000.0000","To enhance core program by extending their hours t","Partnership with Hollyburn Family Services and Bow","VC - 9",1,1372662000000,1345446000000,"106",,"Paid membership dues to FRP-BC",,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,45,,,,,,,,,,,,,0,0,0,0,0,0,1,0,"Commitment to Quality",,0
24,0,1,1,0,0,"2004",,,"100.0000",,"100.0000",,"Boys & Girls Clubs of South Coast BC","301 - 11861 88th Avenue",,"BC","Delta","V4C 3C6","6045919262","6045918971","www.bgccs.bc.ca#http://www.bgccs.bc.ca/#","Roxanna Clark","Program Manager - Early Years","6045919262",110,"roxannac@bgccs.bc.ca","info@bgccs.bc.ca","0",,"Delta Family Resource Centre","Diane Canning","Coordinator","(604) 591-9262","dianec@bgccs.bc.ca",,1,"135",1,"Fraser Valley",,"102,939",0,"205 - 5000 Bridge Street",,"Ladner/Delta","BC","V4K 2K4","6045919262","6045918971",0,"301 - 11861 88th Avenue",,"Delta","BC","V4C 3C6","Delta",0,"Diane Canning","Coordinator","6045919262","221","dianec@bgccs.bc.ca","Dana Rose",,"118","danar@bgccs.bc.ca","No meaningful contact has been made yet.  Follow up in October.","March, 2009","June 16, 2009",,,,1,0,,1,1,1258963200000,0,0,10,"12","10","22",1,,"Urban",,,,"Multi-service","66",0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,,,,,1,1364799600000,1336719600000,"46",,"Paid Membership Dues to FRP-BC.  Accounted for in payment from FRP-BC to FRP Canada (March 2009)","Please note that I am no longer working at BGCCS, I finished my contract as of December 15, 2009. 

Jim Sutton, jims@bgccs.bc.ca is the Counselling and Support Services Manager and Roxanna Clark, roxannac@bgccs.bc.ca, is the Early Years Manager. 

Thank you

Norma Maurtua
Acting Manager, Contracted Services
Boys and Girls Club Community Services of Delta/Richmond",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,1
25,0,0,1,1,0,"2002",,,"100.0000",,"100.0000",,"Burnaby Family Life Institute","102 - 2101 Holdom Avenue",,"BC","Burnaby","V5B 0A4","6046592200","6042999731","www.burnabyfamilylife.org#http://www.burnabyfamilylife.org#","Jeanne Fike","Executive Director",,,"jfike@burnabyfamilylife.org","info@burnabyfamilylife.org",".4","10","Burnaby Family Drop-in (N.Burnaby Learning Ctr)","Katalin Camara","Director of Operations for Children & Families","(604) 659-2200","kcamara@burnabyfamilylife.org","#http://www.burnabyfamilylife.org/programs/fam-res.html#FamDropin#",1,"126",1,"Vancouver Coastal",,"202,799",0,"103 - 4181 Hastings Street","Brentwood Education Centre","Burnaby","BC","V5C 6T7","6046592211",,0,"102 - 2101 Holdom Avenue",,"Burnaby","BC","V5B 0A4","Burnaby",0,"Katalin Camara","Director of Operations for Children & Families","7788855606",,"kcamara@burnabyfamilylife.org","Gabriele Pistor  (604) 659-2206","Supervisor of Childcare & FRP",,"gpistor@burnabyfamilylife.org","Doing self Assessment, rolling into CARF/COA accreditation.  Finished!  They have ""Passed"" the Standards and will recieve certificate at our AGM","March 9, 2009","May 9, 2009",,,,1,0,,1,1,1253516400000,0,0,20,"5","15","20",1,,"Urban",,,,"Multi-service",,0,,,,,,,,,,,,,,,,,,,,1,,,"20000.0000",,,,,,0,0,0,,,,,1,1364799600000,1331535600000,"985",,"Paid Membership Dues to FRP-BC","Burnaby Heights, Burnaby South, Edmonds, Metrotown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,1
27,1,0,0,0,0,"2002","60.0000",,,,"60.0000",,"Burnside Gorge Community Association","471 Cecelia Road",,"BC","Victoria","V8T 4T4","2503885251","2503885269","www.burnsidegorge.ca#http://www.burnsidegorge.ca#","Suzanne Cole","Executive Director","2503885251",238,"suzanne@burnsidegorge.ca","info@burnsidegorge.ca","0",,"Burnside Gorge Parent & Tot Drop-in","Coreen Coons","Integrated Family Services Team Leader","(250) 388-5251","correen@burnsidegorge.ca",,1,"025",0,"Vancouver Island",,"78,057",1,"471 Cecelia Road",,"Victoria","BC","V8T 4T4","2503885251","2503885269",1,"471 Cecelia Road",,"Victoria","BC","V8T 4T4","Victoria",0,"Coreen Coons","Integrated Family Services Team Leader","2503885251","242","correen@burnsidegorge.ca","Theresa James-Bates","Family Centre Coordinator",,"theresa@burnsidegorge.ca",,,,,,,0,0,,0,0,,0,1,10,"10","10","20",1,,"Urban",,,,"Multi-service","66.6",0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,1210921200000,,0,0,0,,,,,1,1364799600000,1331535600000,"008",,,"RENEWED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,1
29,0,0,1,1,0,"2002",,,"100.0000",,"100.0000",,"CFB Esquimalt Military Family Resource Centre","Box 17000 Stn Forces",,"BC","Victoria","V9A 7N2","2503632640","2503633180","www.esquimaltmfrc.com#http://www.esquimaltmfrc.com#",,,"2503632640",,,,"0",,"Esquimalt Military Family Drop-in","Linda Scott","Program Manager","(250) 363-2667","linda.scott@forces.gc.ca",,1,"048",0,"Vancouver Island",,"78,057",0,"Box 17000 Stn Forces",,"Victoria","BC","V9A 7N2","2503632667","2503633180",1,"Box 17000 Stn Forces",,"Victoria","BC","V9A 7N2","Victoria",0,"Linda Scott","Program Manager","2503632667",,"linda.scott@forces.gc.ca","Amber Nash","Office Administrator   (250) 363.3590",,"mfrc.admin@shawcable.com","Finding it hard to complete",,,,,,0,0,,0,0,,1,0,,,"5","5",1,,"Urban",,"1","1.5","Multi-service",,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,1213686000000,,0,0,0,,,,,1,1372662000000,1338274800000,"55",,"Sent renewal reminder: June 1","Sarah Buydens was the contact.  She has left and t",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
30,0,0,1,1,0,"2002",,,"100.0000",,"100.0000",,"The Berry Patch - CCRR","300 - 2nd. Avenue  W.",,"BC","Prince Rupert","V8J 1G6","2506222434","2506222435","www.childcarechoices.ca/main/North/Berry+Patch/#http://www.childcarechoices.ca/main/North/Berry+Patch/#","Judy Riddell",,"2506222434",,"bpatch@citytel.net",,"100","0",,"Judy Riddell",,"(250) 622-2434","bpatch@citytel.net",,1,"200",0,"Northern",,"15,281",0,,,,,,,,0,"300 - 2nd. Avenue  W.",,"Prince Rupert","BC","V8J 1G6","Prince Rupert",0,,,,,,,,,,"Said they don't run a drop-in.  Last year they said they do, the year before that they said they don't and now again they said they don't run a drop-in.  Standards would be helpful to them - as would secured funding to continue an on-going delivery of FRP.",,,,,,0,0,,0,0,,0,1,20,"15","5","20",0,"Childcare","Rural",,,,"Multi-service","0",0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,1210921200000,,0,0,0,,,,,2,1364799600000,1331535600000,"995",,,"Call to check to see what Melony Hick's position i",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
31,0,1,1,0,0,"2002",,,"100.0000",,"100.0000","11885 2797 RR0001","Chilliwack Community Services","45938 Wellington Avenue",,"BC","Chilliwack","V2P 2C7","6047924267","6047926575","www.comserv.bc.ca#http://www.comserv.bc.ca#","Darby Wilkinson","Early Years Program Manager","6047937217",,"wilkinsond@comserv.bc.ca",,"25","14","Downtown Family Place","Sherry Sinclair","CAPC-CPNP Coordinator","(604) 793-7205","sinclairs@comserv.bc.ca","www.comserv.bc.ca#http://www.comserv.bc.ca#",1,"037",1,"Fraser Valley",,"69,217",0,"45845 Wellington Avenue",,"Chilliwack","BC","V2P 2C7","6047921631","6047926575",1,"45845 Wellington Avenue",,"Chilliwack","BC","V2P 2C7","Chilliwack",1,,"Downtown Family Place Coordinator","6047921631","1","dornc@comserv.bc.ca","Sherry Sinclair","CAPC-CPNP Coordinator",,"sinclairs@comserv.bc.ca","Doing worksheet now and will be rolling into CARF.  Running several StrongStarts.  Working on worksheets - in Progress.","March 9, 2009","March 9, 2009","July 2009","September 2009",,1,0,,1,1,1258963200000,0,0,30,"28","15","43",1,,"Urban",,,,"Multi-service","80",0,,,,,,,,,,,,,,,,"52500.0000","32500.0000","20000.0000",,1,,,"20000.0000",,"10,000 for Sardis and $10,000 for the Downtown Dro","20000.0000",1238482800000,1242111600000,1,0,1,"20000.0000","To enhance staffing at their Sardis Family Place. ","Chilliwack Community Services only has it's own we","FV-10",1,1364799600000,1334041200000,"35",,"Paid Membership Dues to FRP Canada","Carol, Sherry & Donna attended (Broadway, Downtown",1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,33,,,,,,,,,,,,,0,0,0,0,0,0,1,0,"Commitment to Quality",,1
